,Parent,Child,Day,TimeSpan,DistanceMeter,In5Mins
5798,은평,진관,5,10,2800,1
5799,관악,관악,5,11,2000,1
5800,구로,고일,5,12,2100,1
5801,서초,반포,5,13,1500,1
5802,영등포,영등포,5,13,1000,1
5803,송파,가락,5,14,2000,1
5804,광진,구의,5,19,2000,0
5805,마포,서교,5,19,1000,1
5806,중부,을지,5,20,1600,1
5807,강동,길동,5,22,2000,1
5808,노원,월계,6,0,1500,1
5809,영등포,영등포,6,0,2000,1
5810,강동,성내,6,1,2000,1
5811,양천,신트리,6,1,900,1
5812,관악,신림,6,2,1000,1
5813,노원,상계,6,2,600,1
5814,동작,백운,6,2,2000,1
5815,관악,봉천,6,8,700,1
5816,중부,충무,6,10,1800,1
5817,강서,화곡,6,10,900,1
5818,양천,신트리,6,12,2000,1
5819,강서,등촌,6,13,2500,1
5820,서대문,미근,6,15,1200,1
5821,중부,충무,6,16,1500,1
5822,송파,거여,6,16,300,1
5823,노원,상계,6,19,3000,0
5824,서초,서초,6,21,1000,1
5825,도봉,창동,6,22,1500,1
5826,용산,한강로,6,22,1200,1
5827,영등포,영등포,6,22,1000,1
5828,종로,연건,0,1,1000,1
5829,광진,중곡,0,1,300,1
5830,강북,미아,0,1,1000,1
5831,강동,성내,0,6,1500,1
5832,용산,한강로,0,6,1000,1
5833,광진,능동,0,6,400,1
5834,강서,등촌,0,10,2300,1
5835,구로,고일,0,10,2300,1
5836,서초,잠원,0,11,2000,1
5837,노원,월계,0,11,2700,1
5838,강동,성내,0,12,2000,1
5839,도봉,도봉,0,12,1500,1
5840,구로,고척,0,13,600,1
5841,영등포,여의도,0,14,1900,1
5842,강남,삼성,0,14,1000,0
5843,은평,녹번,0,15,600,1
5844,도봉,도봉,0,16,1500,1
5845,강동,성내,0,20,3000,1
5846,강동,천호,0,23,2200,1
5847,중랑,면목,0,23,1200,1
5848,강남,영동,1,7,2900,1
5849,송파,잠실,1,8,1100,1
5850,서대문,연희,1,10,3000,1
5851,종로,종로,1,11,400,1
5852,성북,장위,1,12,2000,1
5853,강서,등촌,1,12,2300,1
5854,강서,방화,1,14,2000,1
5855,강남,영동,1,14,1600,1
5856,강북,삼각산,1,15,1800,1
5857,도봉,도봉,1,16,3000,1
5858,도봉,도봉,1,16,2500,1
5859,은평,녹번,1,16,1400,1
5860,동대문,용두,1,17,1000,1
5861,서초,잠원,1,18,3400,1
5862,서초,잠원,1,21,1400,1
5863,강남,삼성,1,22,1400,1
5864,송파,방이,2,0,1000,1
5865,관악,관악,2,1,2500,0
5866,성동,왕십리,2,7,1000,1
5867,구로,구로,2,7,1300,1
5868,송파,운동장,2,10,3000,1
5869,강남,영동,2,10,1500,1
5870,동대문,용두,2,13,1200,1
5871,중부,무학,2,14,1100,1
5872,중부,을지,2,15,500,1
5873,노원,상계,2,16,1700,1
5874,서초,방배,2,18,3000,1
5875,은평,녹번,2,19,1100,1
5876,광진,구의,2,20,1700,1
5877,용산,한강로,2,20,200,1
5878,구로,구로,2,22,600,1
5879,서초,잠원,3,0,3000,1
5880,관악,봉천,3,0,2900,1
5881,도봉,쌍문,3,1,2500,1
5882,영등포,당산,3,3,1500,1
5883,강북,번동,3,3,1300,1
5884,강동,길동,3,5,1300,1
5885,종로,세종로,3,6,700,1
5886,중랑,중화,3,7,1500,1
5887,종로,세종로,3,8,1100,1
5888,중부,충무,3,12,1500,1
5889,중부,충무,3,13,200,1
5890,은평,진관,3,15,2600,1
5891,동대문,청량리,3,16,1500,1
5892,성동,행당,3,20,500,1
5893,양천,신월,3,21,2000,1
5894,강남,영동,3,22,2100,1
5895,용산,이태원,4,1,1300,1
5896,강북,미아,4,1,300,1
5897,은평,진관,4,4,2300,1
5898,종로,종로,4,4,1000,1
5899,강동,성내,4,4,1200,1
5900,중랑,중화,4,7,1000,1
5901,구로,구로,4,11,1500,1
5902,도봉,도봉,4,12,1500,1
5903,강북,삼각산,4,13,1800,1
5904,관악,봉천,4,15,500,1
5905,송파,마천,4,15,2300,1
5906,중부,회현,4,15,1000,1
5907,관악,신림,4,17,1700,1
5908,노원,공릉,4,17,1100,1
5909,강남,삼성,4,17,200,1
5910,서대문,미근,4,19,1400,1
5911,광진,중곡,4,21,100,1
5912,광진,능동,4,21,900,1
5913,종로,연건,4,22,1000,1
5914,성동,행당,4,23,1000,1
5915,서초,잠원,5,1,3000,1
5916,용산,후암,5,7,2000,1
5917,동작,노량진,5,8,2900,0
5918,중부,충무,5,9,1000,1
5919,은평,진관,5,12,800,1
5920,서초,잠원,5,14,2300,0
5921,강동,천호,5,15,700,1
5922,송파,거여,5,15,900,1
5923,중부,무학,5,16,1500,1
5924,용산,이촌,5,16,1300,1
5925,강북,미아,5,16,600,1
5926,강남,삼성,5,17,2400,1
5927,중부,무학,5,23,1200,1
5928,중부,회현,6,2,3000,0
5929,관악,관악,6,3,2900,0
5930,송파,방이,6,9,3000,1
5931,중랑,망우,6,11,1200,1
5932,종로,종로,6,11,1400,1
5933,성북,종암,6,15,1000,1
5934,서초,잠원,6,16,1500,0
5935,강동,성내,6,19,1500,1
5936,강동,성내,6,20,2000,1
5937,마포,신수,6,21,1800,1
5938,강남,영동,6,22,1800,1
5939,중랑,면목,6,23,500,1
5940,구로,공단,6,23,1500,1
5941,용산,이태원,0,2,800,0
5942,중부,을지,0,11,1000,1
5943,중부,무학,0,11,1600,1
5944,강서,개화,0,13,900,1
5945,은평,역촌,0,13,300,1
5946,서초,잠원,0,15,2500,1
5947,서대문,연희,0,15,4000,1
5948,종로,연건,0,16,1000,1
5949,성북,종암,0,17,9000,0
5950,광진,능동,0,21,1300,1
5951,은평,진관,1,0,3800,0
5952,성북,돈암,1,2,1000,1
5953,서초,반포,1,10,1400,1
5954,영등포,여의도,1,11,3000,1
5955,구로,고척,1,12,1400,1
5956,강남,영동,1,14,2000,0
5957,관악,관악,1,17,2500,0
5958,중부,을지,1,17,1500,1
5959,영등포,대림,1,17,1300,1
5960,강동,천호,1,20,1300,1
5961,구로,공단,1,21,2400,0
5962,마포,성산,1,21,2300,1
5963,관악,난곡,2,1,2000,1
5964,동대문,휘경,2,1,2000,1
5965,강남,역삼,2,2,1800,1
5966,도봉,도봉,2,2,3000,1
5967,마포,서교,2,6,1100,1
5968,강동,천호,2,7,1500,1
5969,중랑,망우,2,8,1000,1
5970,성동,행당,2,9,1100,1
5971,도봉,도봉,2,9,1500,1
5972,중부,을지,2,10,2000,1
5973,종로,신교,2,12,800,1
5974,강남,영동,2,12,700,1
5975,강서,발산,2,14,1400,1
5976,강동,암사,2,14,1900,1
5977,도봉,쌍문,2,14,2500,1
5978,동대문,장안,2,16,300,1
5979,구로,공단,2,17,1500,1
5980,은평,진관,2,17,200,1
5981,영등포,영등포,2,18,1500,1
5982,강북,번동,2,19,1400,1
5983,영등포,여의도,2,19,1200,1
5984,관악,신림,2,20,1500,1
5985,중랑,신내,2,20,1000,1
5986,중랑,면목,2,21,2000,1
5987,강북,삼각산,2,21,2000,1
5988,동작,상도,2,23,1300,1
5989,용산,한강로,3,0,1200,1
5990,강북,삼각산,3,1,800,1
5991,강동,성내,3,4,1500,1
5992,관악,봉천,3,8,1200,1
5993,강남,삼성,3,9,1500,1
5994,영등포,신길,3,9,1600,1
5995,구로,고일,3,13,2300,1
5996,동대문,전농,3,15,1000,1
5997,중부,회현,3,16,1800,1
5998,광진,중곡,3,16,1200,1
5999,강동,길동,3,18,1300,1
6000,중랑,망우,3,20,1000,1
6001,동대문,전농,3,22,700,1
6002,강서,등촌,3,23,1700,1
6003,강남,영동,4,1,1800,1
6004,중랑,망우,4,1,1300,1
6005,강동,고덕,4,3,2100,1
6006,강동,암사,4,6,700,1
6007,은평,녹번,4,6,2000,1
6008,서초,양재,4,7,2000,1
6009,구로,시흥,4,11,1400,1
6010,서초,우면,4,11,4400,0
6011,마포,서교,4,11,2000,1
6012,동작,노량진,4,12,2200,1
6013,관악,신림,4,13,1200,1
6014,강남,역삼,4,15,1300,1
6015,관악,신림,4,15,1700,1
6016,광진,중곡,4,16,0,1
6017,성동,성수,4,23,1200,1
6018,강동,길동,5,3,1500,1
6019,중부,회현,5,3,3000,1
6020,강남,개포,5,5,1500,1
6021,마포,성산,5,9,3600,1
6022,강동,길동,5,10,1200,1
6023,강동,천호,5,11,600,1
6024,중부,을지,5,12,2300,1
6025,은평,수색,5,12,1700,1
6026,송파,방이,5,16,3300,1
6027,강동,성내,5,16,2000,1
6028,성동,왕십리,5,17,700,1
6029,서초,우면,5,19,3000,1
6030,양천,목동,5,20,3200,1
6031,중랑,중화,5,21,1000,1
6032,구로,수궁,5,21,400,1
6033,동대문,청량리,5,22,1200,1
6034,종로,연건,5,22,1200,1
6035,서초,반포,6,4,2000,1
6036,강동,천호,6,6,1000,1
6037,강서,등촌,6,12,1500,1
6038,동대문,용두,6,13,1000,1
6039,강북,미아,6,13,500,1
6040,관악,봉천,6,14,1500,1
6041,종로,세종로,6,14,1500,1
6042,중부,을지,6,14,500,1
6043,영등포,당산,6,15,1400,1
6044,구로,구로,6,16,1500,1
6045,은평,진관,6,19,2500,0
6046,은평,수색,6,19,3700,1
6047,노원,공릉,6,20,1500,1
6048,노원,월계,6,21,1100,1
6049,은평,진관,6,22,2500,1
6050,서대문,연희,0,0,2000,1
6051,강북,미아,0,1,500,1
6052,중랑,신내,0,5,1000,1
6053,강서,화곡,0,7,600,1
6054,동작,노량진,0,8,1800,1
6055,관악,난곡,0,14,2000,1
6056,송파,운동장,0,14,2400,1
6057,관악,봉천,0,14,1200,1
6058,광진,능동,0,17,500,1
6059,구로,수궁,0,19,1500,1
6060,성북,길음,0,22,2000,1
6061,노원,하계,0,23,2400,0
6062,강동,성내,0,23,2000,1
6063,영등포,당산,1,0,2000,1
6064,강남,삼성,1,2,1000,1
6065,마포,서교,1,8,2000,1
6066,동작,동작,1,8,600,0
6067,송파,마천,1,10,2300,1
6068,중랑,신내,1,10,1000,1
6069,송파,잠실,1,10,1100,1
6070,서대문,연희,1,15,500,1
6071,중랑,망우,1,19,2000,1
6072,구로,구로,1,22,1100,1
6073,영등포,영등포,2,2,2100,1
6074,동작,노량진,2,4,2300,1
6075,서초,서초,2,7,1000,1
6076,중랑,중화,2,8,1800,1
6077,서초,우면,2,9,3000,1
6078,동대문,장안,2,10,1000,1
6079,송파,잠실,2,11,1600,1
6080,강북,번동,2,11,1600,1
6081,중랑,신내,2,12,1800,1
6082,강남,삼성,2,17,1100,1
6083,종로,세종로,2,20,1300,1
6084,구로,수궁,2,21,1600,1
6085,성동,행당,2,22,700,1
6086,용산,이태원,2,22,400,1
6087,관악,관악,2,22,6000,1
6088,노원,수락,2,22,1500,1
6089,동대문,용두,3,0,400,1
6090,노원,상계,3,1,1500,1
6091,관악,봉천,3,1,1300,0
6092,강동,암사,3,4,1900,0
6093,중랑,신내,3,4,1000,1
6094,관악,봉천,3,6,1600,1
6095,서대문,연희,3,10,1700,1
6096,영등포,영등포,3,11,1500,1
6097,중랑,면목,3,11,500,1
6098,서대문,홍은,3,13,400,1
6099,서대문,홍은,3,14,1500,1
6100,노원,하계,3,14,700,1
6101,양천,신월,3,14,900,1
6102,마포,신수,3,15,1800,1
6103,구로,고척,3,15,2500,1
6104,중랑,면목,3,17,2500,1
6105,마포,염리,3,18,1100,1
6106,관악,관악,3,18,1900,0
6107,양천,신정,3,18,600,1
6108,광진,능동,3,19,1600,1
6109,관악,관악,3,19,2300,1
6110,중랑,중화,3,20,2000,1
6111,영등포,대림,3,20,1000,1
6112,영등포,영등포,3,20,2000,1
6113,송파,가락,3,22,2800,0
6114,강동,천호,3,23,2000,1
6115,종로,숭인,3,23,1700,1
6116,송파,가락,4,0,900,1
6117,노원,하계,4,0,1800,1
6118,서초,잠원,4,2,2600,1
6119,강북,번동,4,8,1500,1
6120,성북,돈암,4,8,2000,0
6121,관악,관악,4,9,4000,1
6122,동대문,용두,4,9,1100,1
6123,영등포,당산,4,10,800,1
6124,양천,양천,4,11,1300,1
6125,종로,연건,4,13,1100,1
6126,구로,독산,4,13,1800,1
6127,광진,구의,4,13,1700,1
6128,서초,잠원,4,14,300,1
6129,강북,우이,4,15,1300,1
6130,은평,녹번,4,16,3000,1
6131,도봉,도봉,4,17,2500,1
6132,강동,성내,4,18,3100,0
6133,양천,신트리,4,19,2000,1
6134,강북,번동,4,20,600,1
6135,성북,돈암,4,21,1000,1
6136,양천,목동,4,22,1500,1
6137,강서,화곡,4,22,2300,0
6138,광진,구의,4,23,1200,1
6139,강서,등촌,4,23,2900,1
6140,관악,신림,4,23,1600,1
6141,강남,영동,5,0,2500,0
6142,강동,고덕,5,1,700,1
6143,마포,서교,5,3,700,1
6144,관악,난곡,5,4,1000,1
6145,송파,거여,5,4,1200,1
6146,서초,양재,5,4,600,1
6147,강남,역삼,5,4,800,1
6148,강동,고덕,5,5,1000,1
6149,마포,서교,5,6,900,1
6150,서초,반포,5,10,1500,1
6151,구로,고일,5,15,2100,1
6152,용산,후암,5,16,1500,1
6153,성북,길음,5,16,2100,1
6154,광진,능동,5,17,1000,1
6155,성북,길음,5,18,3000,0
6156,강남,영동,5,20,800,1
6157,관악,신림,5,21,800,1
6158,종로,신교,5,21,1800,1
6159,동대문,용두,5,22,1000,1
6160,성동,행당,5,23,1500,1
6161,송파,마천,6,0,4000,0
6162,강동,천호,6,2,1500,1
6163,마포,서교,6,3,600,1
6164,강서,개화,6,4,2000,0
6165,마포,염리,6,6,400,1
6166,은평,수색,6,7,800,1
6167,서초,잠원,6,11,1100,1
6168,관악,관악,6,12,1000,1
6169,강서,화곡,6,14,500,1
6170,강동,길동,6,15,700,1
6171,송파,마천,6,15,500,1
6172,영등포,대림,6,16,1000,1
6173,노원,공릉,6,16,1400,1
6174,중랑,망우,6,17,1000,1
6175,동작,백운,6,21,1800,1
6176,강서,등촌,6,21,500,1
6177,관악,봉천,6,21,1800,1
6178,영등포,영등포,6,21,1500,1
6179,성동,금호,6,22,800,1
6180,영등포,대림,0,1,1200,1
6181,서대문,홍은,0,6,200,1
6182,성동,왕십리,0,8,1400,1
6183,광진,중곡,0,10,1300,1
6184,용산,후암,0,10,2000,1
6185,도봉,도봉,0,11,2900,1
6186,마포,서교,0,12,1200,1
6187,송파,가락,0,13,800,1
6188,마포,서교,0,13,500,1
6189,도봉,도봉,0,13,1100,1
6190,중부,을지,0,14,1000,1
6191,영등포,여의도,0,14,2200,1
6192,강서,화곡,0,15,2500,1
6193,송파,잠실,0,15,500,1
6194,강서,화곡,0,17,2300,1
6195,용산,이촌,0,17,1200,1
6196,영등포,대림,0,18,1200,1
6197,동작,동작,0,19,2400,1
6198,영등포,대림,0,19,1300,1
6199,강서,등촌,0,19,1500,1
6200,중부,무학,0,19,800,1
6201,중랑,신내,0,21,1500,1
6202,구로,고척,0,23,1300,1
6203,성북,종암,1,0,1400,1
6204,서초,우면,1,1,4000,0
6205,중랑,중화,1,1,600,1
6206,강서,방화,1,4,2700,1
6207,마포,서교,1,5,1000,1
6208,종로,세종로,1,5,800,1
6209,성북,돈암,1,6,1100,1
6210,광진,구의,1,7,2800,0
6211,강서,방화,1,9,1400,1
6212,광진,능동,1,13,2200,1
6213,송파,마천,1,13,1600,1
6214,관악,관악,1,14,1200,1
6215,강서,개화,1,15,3000,1
6216,송파,운동장,1,15,1800,1
6217,은평,진관,1,16,1000,1
6218,구로,시흥,1,18,1500,1
6219,송파,마천,1,20,1700,1
6220,구로,신도림,1,20,1000,0
6221,용산,한강로,1,22,200,1
6222,중부,회현,1,23,1000,1
6223,동대문,장안,2,0,600,1
6224,강서,화곡,2,0,800,1
6225,구로,고일,2,1,2300,1
6226,송파,잠실,2,1,1900,1
6227,영등포,여의도,2,3,2400,1
6228,강북,미아,2,6,600,1
6229,성북,길음,2,6,2500,1
6230,강북,번동,2,7,600,1
6231,광진,구의,2,7,3000,1
6232,중부,충무,2,8,1300,1
6233,양천,목동,2,9,1500,1
6234,송파,잠실,2,9,1000,1
6235,동대문,전농,2,9,1500,1
6236,강북,우이,2,11,500,1
6237,영등포,영등포,2,13,600,1
6238,관악,난곡,2,14,1800,1
6239,서초,양재,2,14,3500,0
6240,관악,봉천,2,16,900,1
6241,중부,충무,2,16,1500,1
6242,종로,연건,2,17,1400,1
6243,노원,월계,2,17,800,1
6244,동작,노량진,2,17,600,1
6245,강남,삼성,2,18,1500,1
6246,서대문,연희,2,19,2500,1
6247,서대문,미근,2,20,1400,1
6248,강남,영동,3,0,2000,1
6249,강동,고덕,3,0,1300,1
6250,송파,가락,3,1,1500,0
6251,송파,마천,3,1,3000,1
6252,종로,신영,3,2,700,1
6253,도봉,창동,3,7,1700,1
6254,구로,공단,3,8,1600,0
6255,영등포,대림,3,9,1400,1
6256,동작,백운,3,10,1400,1
6257,강남,영동,3,10,2600,0
6258,강남,개포,3,12,1800,1
6259,종로,숭인,3,13,1400,0
6260,강북,번동,3,14,1300,1
6261,은평,녹번,3,15,1100,1
6262,종로,종로,3,15,1500,1
6263,강동,암사,3,16,2000,1
6264,구로,공단,3,17,700,1
6265,서초,반포,3,19,2000,1
6266,동작,노량진,4,1,1100,1
6267,중랑,망우,4,1,1000,1
6268,용산,이태원,4,5,1300,1
6269,은평,진관,4,8,1200,1
6270,구로,구로,4,8,1100,1
6271,서초,양재,4,9,300,1
6272,종로,연건,4,11,1800,1
6273,종로,종로,4,13,700,1
6274,강남,개포,4,14,600,1
6275,관악,봉천,4,14,1600,1
6276,구로,독산,4,15,1300,0
6277,관악,관악,4,16,2300,1
6278,노원,수락,4,16,1600,1
6279,성동,행당,4,17,1600,1
6280,강남,영동,4,18,1800,1
6281,동대문,휘경,4,18,2500,1
6282,마포,서교,4,19,2300,1
6283,관악,봉천,4,19,900,1
6284,강서,등촌,4,20,500,1
6285,강서,등촌,4,20,1200,1
6286,강동,천호,4,21,1300,1
6287,도봉,도봉,4,21,2800,1
6288,구로,구로,5,0,1300,1
6289,관악,봉천,5,0,2000,1
6290,마포,서교,5,2,2200,1
6291,강남,영동,5,6,1200,1
6292,동대문,전농,5,8,700,1
6293,관악,신림,5,8,1200,1
6294,송파,방이,5,13,3300,1
6295,서초,잠원,5,13,1700,1
6296,동작,노량진,5,14,5100,0
6297,관악,신림,5,15,1500,0
6298,강서,발산,5,15,1800,1
6299,강동,천호,5,16,500,1
6300,용산,한강로,5,17,1200,1
6301,송파,거여,5,20,500,1
6302,강남,영동,5,21,2000,1
6303,성동,금호,5,22,1000,1
6304,은평,진관,5,22,1000,1
6305,영등포,당산,6,1,1400,1
6306,강서,화곡,6,8,700,1
6307,강남,삼성,6,8,1200,1
6308,서초,잠원,6,11,3000,0
6309,강서,등촌,6,11,1700,1
6310,송파,마천,6,12,1300,1
6311,은평,녹번,6,13,1900,1
6312,도봉,방학,6,14,1500,1
6313,은평,역촌,6,14,1200,1
6314,강남,삼성,6,14,3100,1
6315,강남,개포,6,16,800,1
6316,송파,마천,6,17,3700,1
6317,관악,신림,6,17,2000,1
6318,관악,난곡,6,19,900,1
6319,서대문,연희,6,23,300,1
6320,관악,봉천,0,0,900,1
6321,종로,숭인,0,1,1200,1
6322,중랑,망우,0,2,1600,1
6323,구로,수궁,0,8,2900,1
6324,마포,성산,0,12,3400,1
6325,강동,성내,0,12,1500,1
6326,동작,백운,0,12,1700,1
6327,종로,연건,0,13,500,0
6328,서초,방배,0,14,1700,1
6329,노원,월계,0,15,1100,1
6330,강남,삼성,0,17,1300,1
6331,서초,잠원,0,17,1000,1
6332,성북,길음,0,20,2000,1
6333,중랑,중화,0,20,500,1
6334,강동,천호,0,22,2000,1
6335,송파,마천,0,22,3000,1
6336,도봉,도봉,1,1,500,1
6337,광진,구의,1,1,1900,1
6338,구로,공단,1,5,1400,1
6339,성동,성수,1,7,1200,1
6340,강남,삼성,1,9,2400,1
6341,강북,삼각산,1,11,1500,1
6342,송파,가락,1,12,2000,1
6343,송파,잠실,1,12,4000,1
6344,서대문,연희,1,13,2500,1
6345,서초,방배,1,14,1000,1
6346,서대문,홍은,1,14,2500,1
6347,은평,역촌,1,15,1600,1
6348,강서,방화,1,15,3100,1
6349,중랑,망우,1,16,1500,1
6350,노원,상계,1,17,1500,1
6351,서초,잠원,1,17,2000,0
6352,강북,삼각산,1,17,200,1
6353,관악,관악,1,18,2000,1
6354,마포,서교,1,19,1000,1
6355,강서,등촌,1,19,1700,1
6356,서초,방배,1,20,3000,1
6357,성북,길음,1,20,2000,1
6358,구로,독산,1,21,200,1
6359,은평,녹번,1,21,2500,1
6360,강북,삼각산,2,0,600,1
6361,성동,행당,2,1,2000,1
6362,송파,거여,2,3,1400,1
6363,관악,봉천,2,3,1500,1
6364,서대문,북가좌,2,4,1900,1
6365,성동,행당,2,4,900,1
6366,강서,개화,2,4,3400,1
6367,관악,관악,2,6,2500,1
6368,성동,행당,2,6,1400,1
6369,종로,숭인,2,7,1400,1
6370,중랑,중화,2,11,1000,1
6371,도봉,도봉,2,11,2500,1
6372,노원,공릉,2,12,1600,1
6373,마포,염리,2,13,200,1
6374,서대문,홍은,2,14,500,1
6375,광진,구의,2,16,1600,1
6376,성북,길음,2,17,1500,1
6377,종로,세종로,2,18,300,1
6378,종로,연건,2,21,600,1
6379,강서,화곡,2,21,1400,1
6380,도봉,방학,2,21,600,1
6381,은평,수색,2,21,1500,1
6382,도봉,방학,2,21,1500,1
6383,노원,월계,3,0,1700,1
6384,강서,등촌,3,0,2200,1
6385,서대문,북가좌,3,1,1800,0
6386,서대문,연희,3,1,2600,1
6387,마포,염리,3,6,1000,1
6388,종로,숭인,3,8,800,1
6389,구로,신도림,3,13,1000,1
6390,강북,번동,3,15,300,1
6391,중부,신당,3,17,1000,1
6392,동작,상도,3,17,2600,1
6393,도봉,쌍문,3,18,400,1
6394,강남,개포,3,18,1000,1
6395,도봉,창동,3,18,2000,1
6396,송파,잠실,3,19,3800,1
6397,강북,삼각산,3,21,400,1
6398,노원,상계,3,22,1200,1
6399,은평,수색,4,1,1800,0
6400,강남,삼성,4,4,1500,1
6401,강남,삼성,4,6,2500,1
6402,마포,서교,4,9,1400,1
6403,송파,방이,4,10,2400,1
6404,동대문,장안,4,13,1500,1
6405,성북,돈암,4,14,100,1
6406,강서,개화,4,14,1000,1
6407,종로,숭인,4,15,2000,1
6408,성북,종암,4,16,3000,1
6409,성북,장위,4,17,2000,1
6410,서초,우면,4,20,900,1
6411,종로,신영,4,20,5200,0
6412,마포,신수,4,21,1100,1
6413,송파,가락,4,22,1900,1
6414,관악,신림,5,1,1000,1
6415,강서,방화,5,1,1200,1
6416,도봉,창동,5,4,1500,1
6417,종로,종로,5,8,1300,1
6418,은평,녹번,5,9,2600,1
6419,구로,구로,5,10,600,1
6420,노원,상계,5,10,700,1
6421,서대문,홍은,5,10,2700,1
6422,관악,관악,5,14,2000,1
6423,강남,역삼,5,15,1000,1
6424,동대문,용두,5,16,1000,1
6425,구로,구로,5,17,1000,1
6426,도봉,쌍문,5,17,2000,1
6427,송파,방이,5,18,1000,1
6428,구로,고일,5,18,900,1
6429,양천,양천,5,19,1000,1
6430,서대문,홍은,6,2,1100,1
6431,광진,능동,6,2,700,1
6432,송파,마천,6,3,1800,1
6433,강남,역삼,6,9,2100,1
6434,은평,역촌,6,9,1000,1
6435,용산,이태원,6,9,1000,1
6436,강서,개화,6,9,2800,1
6437,종로,세종로,6,11,800,1
6438,은평,진관,6,11,900,1
6439,구로,고일,6,11,1100,1
6440,송파,마천,6,11,2100,1
6441,영등포,대림,6,12,1100,1
6442,서대문,북가좌,6,13,300,1
6443,중부,무학,6,17,500,1
6444,서초,잠원,6,18,1600,1
6445,동대문,휘경,6,19,1500,1
6446,양천,신월,6,20,2700,1
6447,동작,동작,6,21,1400,1
6448,종로,세종로,0,0,800,1
6449,관악,관악,0,1,1300,1
6450,은평,녹번,0,4,1300,1
6451,구로,고일,0,10,2100,1
6452,성북,종암,0,11,1900,1
6453,서대문,미근,0,12,1900,0
6454,서대문,연희,0,13,1000,1
6455,용산,이태원,0,13,1500,0
6456,영등포,당산,0,16,1500,1
6457,구로,고일,0,17,500,1
6458,구로,독산,0,20,1000,1
6459,종로,종로,0,20,1000,1
6460,강남,삼성,0,21,1300,1
6461,광진,중곡,0,21,2500,0
6462,서대문,미근,1,0,2000,1
6463,송파,마천,1,3,3800,0
6464,성동,왕십리,1,3,1100,1
6465,동대문,휘경,1,4,700,1
6466,용산,이태원,1,4,1200,1
6467,동작,동작,1,9,900,1
6468,노원,하계,1,9,1000,1
6469,구로,수궁,1,15,1000,1
6470,영등포,당산,1,15,1800,1
6471,강서,발산,1,17,1400,1
6472,동작,백운,1,19,3300,1
6473,강남,삼성,1,19,1100,1
6474,구로,시흥,1,21,1300,1
6475,동대문,용두,1,22,1200,1
6476,영등포,당산,1,22,200,1
6477,용산,서빙고,2,2,4000,1
6478,영등포,신길,2,8,1100,1
6479,은평,수색,2,10,1300,1
6480,성동,행당,2,12,700,1
6481,성동,행당,2,13,1400,1
6482,서대문,연희,2,13,3500,1
